date,asset,price
2024-01-01,SILVER,25.221609857318327
2024-01-02,SILVER,25.551614500163232
2024-01-03,SILVER,23.63048079213123
2024-01-04,SILVER,25.02382619715889
2024-01-05,SILVER,25.399169590972452
2024-01-06,SILVER,25.250147452289312
2024-01-07,SILVER,25.411259385375903
2024-01-08,SILVER,25.863111783914633
2024-01-09,SILVER,25.336398666976468
2024-01-10,SILVER,26.167215104673332
2024-01-11,SILVER,27.14463776882606
2024-01-12,SILVER,26.232485388680452
2024-01-13,SILVER,24.964024456327312
2024-01-14,SILVER,22.73377854206314
2024-01-15,SILVER,24.147860403672684
2024-01-16,SILVER,24.587177311043643
2024-01-17,SILVER,24.58805713087197
2024-01-18,SILVER,25.337055759542825
2024-01-19,SILVER,25.715238375963164
2024-01-20,SILVER,25.660271393196865
2024-01-21,SILVER,24.965786735426338
2024-01-22,SILVER,25.835381089783834
2024-01-23,SILVER,26.062082076303096
2024-01-24,SILVER,26.364457680021275
2024-01-25,SILVER,24.871257574100582
2024-01-26,SILVER,25.83364472037316
2024-01-27,SILVER,26.675938100733468
2024-01-28,SILVER,28.35688484848753
2024-01-29,SILVER,27.98545237039347
2024-01-30,SILVER,28.81007391496663
2024-01-31,SILVER,27.892592333053983
2024-02-01,SILVER,28.182945041936108
2024-02-02,SILVER,27.448998161845168
2024-02-03,SILVER,25.831713386238512
2024-02-04,SILVER,24.291223857944924
2024-02-05,SILVER,24.518168727544673
2024-02-06,SILVER,23.70638217255757
2024-02-07,SILVER,24.46121829803764
2024-02-08,SILVER,25.10931314144772
2024-02-09,SILVER,25.101117304812938
2024-02-10,SILVER,24.49024330145793
2024-02-11,SILVER,24.916846930207978
2024-02-12,SILVER,26.86174119554141
2024-02-13,SILVER,27.831991958774967
2024-02-14,SILVER,27.157587899594105
2024-02-15,SILVER,25.719788443815013
2024-02-16,SILVER,27.119972258455483
2024-02-17,SILVER,26.238139939135618
2024-02-18,SILVER,26.778632213054557
2024-02-19,SILVER,28.037097927154683
2024-02-20,SILVER,27.785169123752638
2024-02-21,SILVER,27.170009764852534
2024-02-22,SILVER,28.51616968888946
2024-02-23,SILVER,27.800044336646828
2024-02-24,SILVER,28.08356537101518
2024-02-25,SILVER,28.103538661806645
2024-02-26,SILVER,27.84650905216419
2024-02-27,SILVER,28.04092372343729
2024-02-28,SILVER,27.257809001848724
